TimeStamp,UnixTime,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,QuestionKey,Elements
2023-02-15 18:23:12,1676465592.7982557,0.7945552832748539,0.6535273909356725,0.6716870049707603,0.8326602658479532,0.42967127742690064,0.52129483,0.1746487570760234,0.48696503994152046,0.6880689251461988,0.48691895935672513,0.20980733976608187,0.7511629499415204,0.154815516374269,-0.23198128152046782,-0.21796289818713452,0.16344793701754384,-0.20181597570175436,-0.7979394591812866,-0.7296364887719299,-0.11138255270760235,890.3701543859648,823.9337640350877,869.2858188888889,848.4983833333333,847.9328664327485,-0.28100800095942985,0.00432564361750731,0.9458386159082602,-8.77812078821729,13.726804855971308,32.04598677785773,1.0,1.0,1.0,1.0,1.0,73.61,,
2023-02-15 18:23:13,1676465593.4963343,1.0059446111436952,1.580819150733138,1.726888595601173,0.98432788856305,0.5178171905865103,0.7603464328445747,0.7459855077419355,0.2929785368328445,0.48376334214076244,0.5729190014369502,0.387051513372434,0.7873530185923754,0.2624723621994135,-0.2193314855718475,-0.012130590851026392,0.24473044454545453,0.039753876589442814,-0.6488660536950147,0.004398749447214073,-0.013672861784750733,782.8996822580646,860.2067794721407,836.3665336363637,849.0393446041056,851.6069965689151,-0.35896762165505863,0.061717819258614366,0.9423803066578079,7.012148322947214,-3.0695909069430445,-8.267440572162528,1.0,1.0,1.0,1.0,1.0,73.61,,
2023-02-15 18:23:14,1676465594.5033972,1.0497938,1.6789893615120275,1.8227985340206188,1.1067553,0.52109,0.7635447234020619,0.7240381904329897,0.28948405,0.4174665,0.5455937539175258,0.37947328625429555,0.76662153,0.28909606,-0.09963451901718214,0.039539373216494846,0.31313974,0.09443278,-0.5360355093127148,0.1294627335395189,0.017406674,823.4097387285224,853.0576575257732,848.921736323024,839.8717295189003,850.1582246391753,-0.23414889725622853,0.04171784391108247,0.9766201792713702,-0.14958751979972082,-0.7892270432305091,-1.205461639718911,1.0,1.0,1.0,1.0,1.0,73.61,,
2023-02-15 18:23:15,1676465595.4887571,1.0497938,1.1599182383386581,0.8975376015015976,1.1067553,0.52109,0.7068280190095846,0.23710160907348243,0.28948405,0.41746649999999996,0.5507277173162939,0.2507029445367412,0.76662153,0.28909606,-0.19472211121405752,-0.24686689900958467,0.31313974,0.09443278,-0.7353930206389777,-0.7380435707667732,0.017406674,816.5867373482429,849.3953058146965,852.7680780511182,853.4761047923323,848.3023759105431,-0.2007902590230631,0.05251402443590256,0.9871853471944888,0.559088368766224,1.6757601899460863,2.8366478868185903,1.0,1.6293929712460065,1.0,1.0,1.6293929712460065,73.61,,
2023-02-15 18:23:16,1676465596.482952,1.2024060044520548,1.1780824739726028,0.7580050624657534,0.6383139233219178,0.6265801936301371,0.6773423124315069,0.36245880520547946,0.3701298579109589,0.6117068622945205,0.7487381048630137,0.48649704609589045,0.6408233981164383,0.3024165910273972,-0.12443861443835616,-0.12069478600684931,0.3221904575342466,0.034369892119863014,-0.7423195160616438,-0.840327833458904,0.01928185062328767,832.5232039383561,851.8776596917809,845.1037398630137,845.608783390411,851.0745604452055,-0.19005845997431506,0.05201115020333904,0.9890598662912029,-0.7917221278360446,2.3092322153587865,3.382205179292862,1.0,1.3869863013698631,1.0,1.0,1.3869863013698631,73.61,,
2023-02-15 18:23:17,1676465597.479019,1.2940627615141955,1.1716086239747634,0.8584862595268139,0.4541474207255521,0.7562142494321766,0.6079558530283912,0.4050968393690852,0.618974834258675,0.8272214099053627,0.8973810623343849,0.5895543011987382,0.8711088906940063,0.24992738570977915,-0.2453133508201893,-0.11368518962460569,0.35561553507886434,-0.099473509022082,-0.7390989014511041,-0.7616841094637224,-0.08614014416561515,786.9777323659306,844.9501327760253,852.0452668769717,832.1605918927444,850.4424495899053,-0.21372355271589116,0.040986166391462936,0.9831571849738762,-1.0359504771909502,5.635413040498078,3.9157475131543276,1.0,1.0,1.0,1.0,1.0,73.61,,
2023-02-15 18:23:18,1676465598.4983006,1.073524875490196,0.6377712404575163,0.631322442124183,0.9950045341830066,0.8504143331372549,0.6304734508823528,0.24607294575163402,1.1565183751633987,0.601638266993464,0.6440878779738562,0.17630857716013074,1.2527307,0.2088628906862745,-0.3559960587254902,-0.1523431744640523,0.43889168683006535,-0.2920383755228758,-0.8003046299673203,-0.4603190582352941,-0.1867402063398693,854.6799037908497,851.7698489542483,849.3088135947712,862.4619913071895,850.3148253594771,-0.2418759414573121,0.022726420483558007,0.9773425931244893,-2.0408994387957007,1.818403356215533,3.9962065453622855,1.0,1.0,1.0,1.0,1.0,73.61,,
2023-02-15 18:23:19,1676465599.4894366,1.0404749,0.8842408582333333,0.6719438094333334,1.098428473,0.8760113000000002,0.46779898039999995,0.37855451706666665,0.8501173401666667,0.5531051,0.4691062198,0.17368582553333334,0.7702799084999999,0.21523345000000002,-0.24820104499999998,-0.08550140438666666,0.4211445590666667,-0.3249666,-0.8677051567333333,-0.3653116314,-0.02804643362986667,832.2191658,851.8432179666667,852.6128184,849.7278343,849.9857116000001,-0.21060709635416666,0.01478759765625,0.9832633463541667,1.579674784342448,0.9910756429036457,3.8678019205729166,1.0,1.0,1.0,1.0,1.0,73.61,,
2023-02-15 18:23:20,1676465600.5123365,1.5132361419871794,1.0921042125,0.6664303371153846,1.1968381157051282,0.8370199863461539,0.44926913205128205,0.32967758551282056,0.9323376686538462,0.6594417900641025,0.4129497274679487,0.32036886429487177,0.8254083402564103,0.3201626111217949,-0.17687895657051284,-0.21040599375,0.3864824017628205,-0.1656273236025641,-0.8612083607051283,-0.8968643531089743,-0.18534948721153846,834.1640844230769,853.9696557371796,854.164665897436,848.5120206089744,852.8913034294872,-0.18941497802734375,0.029444376627604168,0.9910123776166867,-0.6566169934395032,2.4217903919709034,5.151711488381411,1.0,1.0,1.0,1.0,1.0,73.58836538461539,,
2023-02-15 18:23:21,1676465601.5101085,1.3645449003289474,1.130794547368421,1.2025599782894736,1.5029759493421053,0.6901874231907895,0.689774257006579,0.6179035735526316,1.1160925680921052,0.5784087001644737,0.4577190029276316,0.5726980315131579,0.9934721395394737,0.27904592575657894,-0.17578297805921053,-0.24334278476973684,0.3555746240460526,-0.19013112537828947,-0.7812261765131578,-0.9086309775986842,-0.3510320353947368,838.8268745065789,852.3051557236842,853.7856596381579,849.5601934539474,851.8306590789474,-0.19806289672851562,-0.0048539011101973685,0.986942492033306,-1.9205555162931744,3.3858620493035567,1.2446423580772,1.0,1.0,1.0,1.0,1.0,73.58,,
